seqid,phobius_start,phobius_end,phobius_type
TRIREDRAFT_23181-t26_1,0,0,OTHER
TRIREDRAFT_23184-t26_1,0,0,OTHER
TRIREDRAFT_2319-t26_1,0,0,OTHER
TRIREDRAFT_23190-t26_1,0,0,OTHER
TRIREDRAFT_23193-t26_1,0,0,OTHER
TRIREDRAFT_23200-t26_1,0,0,OTHER
TRIREDRAFT_23206-t26_1,0,0,OTHER
TRIREDRAFT_23208-t26_1,0,0,OTHER
TRIREDRAFT_23209-t26_1,0,0,OTHER
TRIREDRAFT_2322-t26_1,0,0,OTHER
TRIREDRAFT_23228-t26_1,0,0,OTHER
TRIREDRAFT_23237-t26_1,0,0,OTHER
TRIREDRAFT_23238-t26_1,0,0,OTHER
TRIREDRAFT_23240-t26_1,0,0,OTHER
TRIREDRAFT_23263-t26_1,0,0,OTHER
TRIREDRAFT_23268-t26_1,0,0,OTHER
TRIREDRAFT_23271-t26_1,0,0,OTHER
TRIREDRAFT_23276-t26_1,0,0,OTHER
TRIREDRAFT_23287-t26_1,0,0,OTHER
TRIREDRAFT_23292-t26_1,0,0,OTHER
TRIREDRAFT_23294-t26_1,0,0,OTHER
TRIREDRAFT_23295-t26_1,0,0,OTHER
TRIREDRAFT_23298-t26_1,0,0,OTHER
TRIREDRAFT_23323-t26_1,0,0,OTHER
TRIREDRAFT_23327-t26_1,0,0,OTHER
TRIREDRAFT_23332-t26_1,0,0,OTHER
TRIREDRAFT_23338-t26_1,0,0,OTHER
TRIREDRAFT_23347-t26_1,0,0,OTHER
TRIREDRAFT_23363-t26_1,0,0,OTHER
TRIREDRAFT_23367-t26_1,0,0,OTHER
TRIREDRAFT_23368-t26_1,0,0,OTHER
TRIREDRAFT_23382-t26_1,0,0,OTHER
TRIREDRAFT_23408-t26_1,0,0,OTHER
TRIREDRAFT_23413-t26_1,0,0,OTHER
TRIREDRAFT_23415-t26_1,0,0,OTHER
TRIREDRAFT_23417-t26_1,0,0,OTHER
TRIREDRAFT_2343-t26_1,0,0,OTHER
TRIREDRAFT_23431-t26_1,0,0,OTHER
TRIREDRAFT_23446-t26_1,0,0,OTHER
TRIREDRAFT_23452-t26_1,0,0,OTHER
TRIREDRAFT_23455-t26_1,0,0,OTHER
TRIREDRAFT_23458-t26_1,0,0,OTHER
TRIREDRAFT_23462-t26_1,0,0,OTHER
TRIREDRAFT_2348-t26_1,0,0,OTHER
TRIREDRAFT_23489-t26_1,0,0,OTHER
TRIREDRAFT_2358.R186,0,0,OTHER
TRIREDRAFT_2362-t26_1,0,0,OTHER
TRIREDRAFT_2365-t26_1,0,0,OTHER
TRIREDRAFT_2369-t26_1,0,0,OTHER
TRIREDRAFT_2373-t26_1,0,0,OTHER
TRIREDRAFT_2374.R194,0,0,OTHER
TRIREDRAFT_2384-t26_1,0,0,OTHER
TRIREDRAFT_2392.R201,0,0,OTHER
TRIREDRAFT_2399-t26_1,0,0,OTHER
TRIREDRAFT_2433-t26_1,0,0,OTHER
TRIREDRAFT_2439-t26_1,0,0,OTHER
TRIREDRAFT_2441.R216,0,0,OTHER
TRIREDRAFT_2451-t26_1,0,0,OTHER
TRIREDRAFT_24586-t26_1,0,0,OTHER
TRIREDRAFT_2474-t26_1,0,0,OTHER
TRIREDRAFT_2476.R37,0,0,OTHER
TRIREDRAFT_24889-t26_1,0,0,OTHER
TRIREDRAFT_2489-t26_1,0,0,OTHER
TRIREDRAFT_2492-t26_1,0,0,OTHER
TRIREDRAFT_2499-t26_1,0,0,OTHER
TRIREDRAFT_2501-t26_1,0,0,OTHER
TRIREDRAFT_25018-t26_1,0,0,OTHER
TRIREDRAFT_25040-t26_1,0,0,OTHER
TRIREDRAFT_2508-t26_1,0,0,OTHER
TRIREDRAFT_25159-t26_1,0,0,OTHER
TRIREDRAFT_25224-t26_1,0,0,OTHER
TRIREDRAFT_25225.R102,0,0,OTHER
TRIREDRAFT_25244.R31,0,0,OTHER
TRIREDRAFT_2526-t26_1,0,0,OTHER
TRIREDRAFT_2529-t26_1,0,0,OTHER
TRIREDRAFT_2537-t26_1,0,0,OTHER
TRIREDRAFT_2540-t26_1,0,0,OTHER
TRIREDRAFT_2558-t26_1,0,0,OTHER
TRIREDRAFT_2561-t26_1,0,0,OTHER
TRIREDRAFT_2568-t26_1,0,0,OTHER
TRIREDRAFT_2570-t26_1,0,0,OTHER
TRIREDRAFT_25703-t26_1,0,0,OTHER
TRIREDRAFT_25739-t26_1,0,0,OTHER
TRIREDRAFT_2574-t26_1,0,0,OTHER
TRIREDRAFT_25874-t26_1,0,0,OTHER
TRIREDRAFT_2591-t26_1,0,0,OTHER
TRIREDRAFT_25947-t26_1,0,0,OTHER
TRIREDRAFT_2599-t26_1,0,0,OTHER
TRIREDRAFT_26019-t26_1,0,0,OTHER
TRIREDRAFT_26029-t26_1,0,0,OTHER
TRIREDRAFT_26151.R199,0,0,OTHER
TRIREDRAFT_26160-t26_1,0,0,OTHER
TRIREDRAFT_26163-t26_1,0,0,OTHER
TRIREDRAFT_26187-t26_1,0,0,OTHER
TRIREDRAFT_26214-t26_1,0,0,OTHER
TRIREDRAFT_26255-t26_1,0,0,OTHER
TRIREDRAFT_26277-t26_1,0,0,OTHER
TRIREDRAFT_2629-t26_1,0,0,OTHER
TRIREDRAFT_2634-t26_1,0,0,OTHER
TRIREDRAFT_26462.R77,0,0,OTHER
TRIREDRAFT_2648-t26_1,0,0,OTHER
TRIREDRAFT_26575-t26_1,0,0,OTHER
TRIREDRAFT_26598-t26_1,0,0,OTHER
TRIREDRAFT_2660-t26_1,0,0,OTHER
TRIREDRAFT_2662-t26_1,0,0,OTHER
TRIREDRAFT_26642-t26_1,0,0,OTHER
TRIREDRAFT_2666-t26_1,0,0,OTHER
TRIREDRAFT_26746-t26_1,0,0,OTHER
TRIREDRAFT_2676-t26_1,0,0,OTHER
TRIREDRAFT_26787-t26_1,0,0,OTHER
TRIREDRAFT_2687-t26_1,0,0,OTHER
TRIREDRAFT_26871-t26_1,0,0,OTHER
TRIREDRAFT_26994-t26_1,0,0,OTHER
TRIREDRAFT_27020-t26_1,0,0,OTHER
TRIREDRAFT_27025-t26_1,0,0,OTHER
TRIREDRAFT_2703-t26_1,0,0,OTHER
TRIREDRAFT_27042-t26_1,0,0,OTHER
TRIREDRAFT_2707-t26_1,0,0,OTHER
TRIREDRAFT_27085-t26_1,0,0,OTHER
TRIREDRAFT_27132-t26_1,0,0,OTHER
TRIREDRAFT_2716-t26_1,0,0,OTHER
TRIREDRAFT_2721-t26_1,0,0,OTHER
TRIREDRAFT_27219-t26_1,0,0,OTHER
TRIREDRAFT_27259-t26_1,0,0,OTHER
TRIREDRAFT_2730-t26_1,0,0,OTHER
TRIREDRAFT_27357-t26_1,0,0,OTHER
TRIREDRAFT_27384-t26_1,0,0,OTHER
TRIREDRAFT_27395-t26_1,0,0,OTHER
TRIREDRAFT_27398-t26_1,0,0,OTHER
TRIREDRAFT_27406-t26_1,0,0,OTHER
TRIREDRAFT_27422-t26_1,0,0,OTHER
TRIREDRAFT_2745-t26_1,0,0,OTHER
TRIREDRAFT_27492-t26_1,0,0,OTHER
TRIREDRAFT_27554-t26_1,0,0,OTHER
TRIREDRAFT_2759-t26_1,0,0,OTHER
TRIREDRAFT_27599-t26_1,0,0,OTHER
TRIREDRAFT_27600-t26_1,0,0,OTHER
TRIREDRAFT_27649-t26_1,0,0,OTHER
TRIREDRAFT_27697-t26_1,0,0,OTHER
TRIREDRAFT_27706-t26_1,0,0,OTHER
TRIREDRAFT_27719-t26_1,0,0,OTHER
TRIREDRAFT_27722-t26_1,0,0,OTHER
TRIREDRAFT_2776-t26_1,0,0,OTHER
TRIREDRAFT_2790-t26_1,0,0,OTHER
TRIREDRAFT_27939-t26_1,0,0,OTHER
TRIREDRAFT_27983-t26_1,0,0,OTHER
TRIREDRAFT_27992-t26_1,0,0,OTHER
TRIREDRAFT_28036-t26_1,0,0,OTHER
TRIREDRAFT_28050-t26_1,0,0,OTHER
TRIREDRAFT_28159-t26_1,0,0,OTHER
TRIREDRAFT_28185-t26_1,0,0,OTHER
TRIREDRAFT_28199-t26_1,0,0,OTHER
TRIREDRAFT_2826-t26_1,0,0,OTHER
TRIREDRAFT_2829-t26_1,0,0,OTHER
TRIREDRAFT_2835-t26_1,0,0,OTHER
TRIREDRAFT_28353-t26_1,0,0,OTHER
TRIREDRAFT_2837-t26_1,0,0,OTHER
TRIREDRAFT_2845-t26_1,0,0,OTHER
TRIREDRAFT_2852-t26_1,0,0,OTHER
TRIREDRAFT_28563-t26_1,0,0,OTHER
TRIREDRAFT_28655-t26_1,0,0,OTHER
TRIREDRAFT_2869-t26_1,0,0,OTHER
TRIREDRAFT_28781-t26_1,0,0,OTHER
TRIREDRAFT_28787-t26_1,0,0,OTHER
TRIREDRAFT_28865-t26_1,0,0,OTHER
TRIREDRAFT_28975-t26_1,0,0,OTHER
TRIREDRAFT_2902-t26_1,0,0,OTHER
TRIREDRAFT_29108-t26_1,0,0,OTHER
TRIREDRAFT_29115.R119,0,0,OTHER
TRIREDRAFT_29142-t26_1,0,0,OTHER
TRIREDRAFT_2916-t26_1,0,0,OTHER
TRIREDRAFT_29220-t26_1,0,0,OTHER
TRIREDRAFT_29275-t26_1,0,0,OTHER
TRIREDRAFT_29333-t26_1,0,0,OTHER
TRIREDRAFT_29346-t26_1,0,0,OTHER
TRIREDRAFT_29439-t26_1,0,0,OTHER
TRIREDRAFT_2956-t26_1,0,0,OTHER
TRIREDRAFT_29568-t26_1,0,0,OTHER
TRIREDRAFT_29619-t26_1,0,0,OTHER
TRIREDRAFT_29642-t26_1,0,0,OTHER
TRIREDRAFT_29709-t26_1,0,0,OTHER
TRIREDRAFT_29710-t26_1,0,0,OTHER
TRIREDRAFT_29713-t26_1,0,0,OTHER
TRIREDRAFT_2981-t26_1,0,0,OTHER
TRIREDRAFT_2987-t26_1,0,0,OTHER
TRIREDRAFT_29932-t26_1,0,0,OTHER
TRIREDRAFT_29957-t26_1,0,0,OTHER
TRIREDRAFT_29993-t26_1,0,0,OTHER
TRIREDRAFT_3001-t26_1,0,0,OTHER
TRIREDRAFT_30017-t26_1,0,0,OTHER
TRIREDRAFT_30018-t26_1,0,0,OTHER
TRIREDRAFT_30068-t26_1,0,0,OTHER
TRIREDRAFT_3007-t26_1,0,0,OTHER
TRIREDRAFT_30075-t26_1,0,0,OTHER
TRIREDRAFT_30084-t26_1,0,0,OTHER
TRIREDRAFT_30144-t26_1,0,0,OTHER
TRIREDRAFT_30166-t26_1,0,0,OTHER
TRIREDRAFT_30214-t26_1,0,0,OTHER
TRIREDRAFT_30250-t26_1,0,0,OTHER
TRIREDRAFT_3027-t26_1,0,0,OTHER
TRIREDRAFT_30275-t26_1,0,0,OTHER
TRIREDRAFT_30330-t26_1,0,0,OTHER
TRIREDRAFT_30455-t26_1,0,0,OTHER
TRIREDRAFT_30465-t26_1,0,0,OTHER
TRIREDRAFT_30476-t26_1,0,0,OTHER
TRIREDRAFT_30478-t26_1,0,0,OTHER
TRIREDRAFT_3049-t26_1,0,0,OTHER
TRIREDRAFT_3055-t26_1,0,0,OTHER
TRIREDRAFT_30578-t26_1,0,0,OTHER
TRIREDRAFT_3063-t26_1,0,0,OTHER
TRIREDRAFT_30635-t26_1,0,0,OTHER
TRIREDRAFT_3067-t26_1,0,0,OTHER
TRIREDRAFT_30759-t26_1,0,0,OTHER
TRIREDRAFT_30776-t26_1,0,0,OTHER
TRIREDRAFT_30805-t26_1,0,0,OTHER
TRIREDRAFT_30969-t26_1,0,0,OTHER
TRIREDRAFT_3101-t26_1,0,0,OTHER
TRIREDRAFT_31069-t26_1,0,0,OTHER
TRIREDRAFT_31075-t26_1,0,0,OTHER
TRIREDRAFT_31118-t26_1,0,0,OTHER
TRIREDRAFT_31210-t26_1,0,0,OTHER
TRIREDRAFT_31227-t26_1,0,0,OTHER
TRIREDRAFT_31248-t26_1,0,0,OTHER
TRIREDRAFT_3129-t26_1,0,0,OTHER
TRIREDRAFT_31367-t26_1,0,0,OTHER
TRIREDRAFT_31415-t26_1,0,0,OTHER
TRIREDRAFT_31447-t26_1,0,0,OTHER
TRIREDRAFT_31481-t26_1,0,0,OTHER
TRIREDRAFT_31521-t26_1,0,0,OTHER
TRIREDRAFT_31559-t26_1,0,0,OTHER
TRIREDRAFT_31611-t26_1,0,0,OTHER
TRIREDRAFT_31658-t26_1,0,0,OTHER
TRIREDRAFT_31733-t26_1,0,0,OTHER
TRIREDRAFT_31798-t26_1,0,0,OTHER
TRIREDRAFT_31812-t26_1,0,0,OTHER
TRIREDRAFT_31869-t26_1,0,0,OTHER
TRIREDRAFT_3196-t26_1,0,0,OTHER
TRIREDRAFT_31976-t26_1,0,0,OTHER
TRIREDRAFT_32002-t26_1,0,0,OTHER
TRIREDRAFT_32027-t26_1,0,0,OTHER
TRIREDRAFT_32069-t26_1,0,0,OTHER
TRIREDRAFT_3208-t26_1,0,0,OTHER
TRIREDRAFT_32087-t26_1,0,0,OTHER
TRIREDRAFT_3212-t26_1,0,0,OTHER
TRIREDRAFT_32203-t26_1,0,0,OTHER
TRIREDRAFT_32243-t26_1,0,0,OTHER
TRIREDRAFT_32263-t26_1,0,0,OTHER
TRIREDRAFT_32293-t26_1,0,0,OTHER
TRIREDRAFT_32364-t26_1,0,0,OTHER
TRIREDRAFT_32402-t26_1,0,0,OTHER
TRIREDRAFT_32473-t26_1,0,0,OTHER
TRIREDRAFT_32478-t26_1,0,0,OTHER
TRIREDRAFT_32543-t26_1,0,0,OTHER
TRIREDRAFT_3262-t26_1,0,0,OTHER
TRIREDRAFT_32639-t26_1,0,0,OTHER
TRIREDRAFT_32712-t26_1,0,0,OTHER
TRIREDRAFT_32714-t26_1,0,0,OTHER
TRIREDRAFT_32716-t26_1,0,0,OTHER
TRIREDRAFT_32747-t26_1,0,0,OTHER
TRIREDRAFT_32755-t26_1,0,0,OTHER
TRIREDRAFT_32798-t26_1,0,0,OTHER
TRIREDRAFT_3283-t26_1,0,0,OTHER
TRIREDRAFT_32849-t26_1,0,0,OTHER
TRIREDRAFT_3287-t26_1,0,0,OTHER
TRIREDRAFT_3292-t26_1,0,0,OTHER
TRIREDRAFT_33029-t26_1,0,0,OTHER
TRIREDRAFT_33085-t26_1,0,0,OTHER
TRIREDRAFT_33090-t26_1,0,0,OTHER
TRIREDRAFT_3310-t26_1,0,0,OTHER
TRIREDRAFT_33169.R197,0,0,OTHER
TRIREDRAFT_33197-t26_1,0,0,OTHER
TRIREDRAFT_33207-t26_1,0,0,OTHER
TRIREDRAFT_33263-t26_1,0,0,OTHER
TRIREDRAFT_3327-t26_1,0,0,OTHER
TRIREDRAFT_33312-t26_1,0,0,OTHER
TRIREDRAFT_3333-t26_1,0,0,OTHER
TRIREDRAFT_33359-t26_1,0,0,OTHER
TRIREDRAFT_33371-t26_1,0,0,OTHER
TRIREDRAFT_33387-t26_1,0,0,OTHER
TRIREDRAFT_3340-t26_1,0,0,OTHER
TRIREDRAFT_3345-t26_1,0,0,OTHER
TRIREDRAFT_33475-t26_1,0,0,OTHER
TRIREDRAFT_33482-t26_1,0,0,OTHER
TRIREDRAFT_3350-t26_1,0,0,OTHER
TRIREDRAFT_33502.R164,0,0,OTHER
TRIREDRAFT_3351-t26_1,0,0,OTHER
TRIREDRAFT_33586-t26_1,0,0,OTHER
TRIREDRAFT_3362-t26_1,0,0,OTHER
TRIREDRAFT_33632-t26_1,0,0,OTHER
TRIREDRAFT_33637-t26_1,0,0,OTHER
TRIREDRAFT_3364-t26_1,0,0,OTHER
TRIREDRAFT_33650-t26_1,0,0,OTHER
TRIREDRAFT_33660-t26_1,0,0,OTHER
TRIREDRAFT_33692-t26_1,0,0,OTHER
TRIREDRAFT_33704-t26_1,0,0,OTHER
TRIREDRAFT_33723-t26_1,0,0,OTHER
TRIREDRAFT_33728-t26_1,0,0,OTHER
TRIREDRAFT_3374-t26_1,0,0,OTHER
TRIREDRAFT_33763-t26_1,0,0,OTHER
TRIREDRAFT_33811-t26_1,0,0,OTHER
TRIREDRAFT_33815-t26_1,0,0,OTHER
TRIREDRAFT_33827-t26_1,0,0,OTHER
TRIREDRAFT_33840-t26_1,0,0,OTHER
TRIREDRAFT_33894-t26_1,0,0,OTHER
TRIREDRAFT_3394-t26_1,0,0,OTHER
TRIREDRAFT_33949-t26_1,0,0,OTHER
TRIREDRAFT_33960-t26_1,0,0,OTHER
TRIREDRAFT_3397-t26_1,0,0,OTHER
TRIREDRAFT_3400-t26_1,0,0,OTHER
TRIREDRAFT_34079-t26_1,0,0,OTHER
TRIREDRAFT_34112-t26_1,0,0,OTHER
TRIREDRAFT_34149-t26_1,0,0,OTHER
TRIREDRAFT_34183-t26_1,0,0,OTHER
TRIREDRAFT_3419-t26_1,0,0,OTHER
TRIREDRAFT_34197-t26_1,0,0,OTHER
TRIREDRAFT_3422-t26_1,0,0,OTHER
TRIREDRAFT_34221-t26_1,0,0,OTHER
TRIREDRAFT_34248-t26_1,0,0,OTHER
TRIREDRAFT_34252-t26_1,0,0,OTHER
TRIREDRAFT_34272-t26_1,0,0,OTHER
TRIREDRAFT_34274-t26_1,0,0,OTHER
TRIREDRAFT_34277.R170,0,0,OTHER
TRIREDRAFT_34280-t26_1,0,0,OTHER
TRIREDRAFT_34306-t26_1,0,0,OTHER
TRIREDRAFT_34312-t26_1,0,0,OTHER
TRIREDRAFT_34327-t26_1,0,0,OTHER
TRIREDRAFT_34378-t26_1,0,0,OTHER
TRIREDRAFT_34402-t26_1,0,0,OTHER
TRIREDRAFT_3447-t26_1,0,0,OTHER
TRIREDRAFT_3449-t26_1,0,0,OTHER
TRIREDRAFT_34493-t26_1,0,0,OTHER
TRIREDRAFT_34611-t26_1,0,0,OTHER
TRIREDRAFT_3462-t26_1,0,0,OTHER
TRIREDRAFT_3464-t26_1,0,0,OTHER
TRIREDRAFT_34726-t26_1,0,0,OTHER
TRIREDRAFT_3481-t26_1,0,0,OTHER
TRIREDRAFT_34985-t26_1,0,0,OTHER
TRIREDRAFT_3501-t26_1,0,0,OTHER
TRIREDRAFT_3506-t26_1,0,0,OTHER
TRIREDRAFT_3508-t26_1,0,0,OTHER
TRIREDRAFT_35109-t26_1,0,0,OTHER
TRIREDRAFT_35137-t26_1,0,0,OTHER
TRIREDRAFT_35183-t26_1,0,0,OTHER
TRIREDRAFT_35186-t26_1,0,0,OTHER
TRIREDRAFT_35202-t26_1,0,0,OTHER
TRIREDRAFT_35240-t26_1,0,0,OTHER
TRIREDRAFT_3525-t26_1,0,0,OTHER
TRIREDRAFT_3529-t26_1,0,0,OTHER
TRIREDRAFT_35316-t26_1,0,0,OTHER
TRIREDRAFT_35317-t26_1,0,0,OTHER
TRIREDRAFT_3532-t26_1,0,0,OTHER
TRIREDRAFT_35375-t26_1,0,0,OTHER
TRIREDRAFT_35386-t26_1,0,0,OTHER
TRIREDRAFT_35454.R153,0,0,OTHER
TRIREDRAFT_35522-t26_1,0,0,OTHER
TRIREDRAFT_35534-t26_1,0,0,OTHER
TRIREDRAFT_35552-t26_1,0,0,OTHER
TRIREDRAFT_35556-t26_1,0,0,OTHER
TRIREDRAFT_3568-t26_1,0,0,OTHER
TRIREDRAFT_35726-t26_1,0,0,OTHER
TRIREDRAFT_35768-t26_1,0,0,OTHER
TRIREDRAFT_3579-t26_1,0,0,OTHER
TRIREDRAFT_3580-t26_1,0,0,OTHER
TRIREDRAFT_35867-t26_1,0,0,OTHER
TRIREDRAFT_3591-t26_1,0,0,OTHER
TRIREDRAFT_3596-t26_1,0,0,OTHER
TRIREDRAFT_3600-t26_1,0,0,OTHER
TRIREDRAFT_36006-t26_1,0,0,OTHER
TRIREDRAFT_3605-t26_1,0,0,OTHER
TRIREDRAFT_36134-t26_1,0,0,OTHER
TRIREDRAFT_36159-t26_1,0,0,OTHER
TRIREDRAFT_36267-t26_1,0,0,OTHER
TRIREDRAFT_36335-t26_1,0,0,OTHER
TRIREDRAFT_36373-t26_1,0,0,OTHER
TRIREDRAFT_36391-t26_1,0,0,OTHER
TRIREDRAFT_3641-t26_1,0,0,OTHER
TRIREDRAFT_3645-t26_1,0,0,OTHER
TRIREDRAFT_36468-t26_1,0,0,OTHER
TRIREDRAFT_3653-t26_1,0,0,OTHER
TRIREDRAFT_36530-t26_1,0,0,OTHER
TRIREDRAFT_36543-t26_1,0,0,OTHER
TRIREDRAFT_36576-t26_1,0,0,OTHER
TRIREDRAFT_36608-t26_1,0,0,OTHER
TRIREDRAFT_3662-t26_1,0,0,OTHER
TRIREDRAFT_36639-t26_1,0,0,OTHER
TRIREDRAFT_36703-t26_1,0,0,OTHER
TRIREDRAFT_3671-t26_1,0,0,OTHER
TRIREDRAFT_36727-t26_1,0,0,OTHER
TRIREDRAFT_36822-t26_1,0,0,OTHER
TRIREDRAFT_36855-t26_1,0,0,OTHER
TRIREDRAFT_36913-t26_1,0,0,OTHER
TRIREDRAFT_36941-t26_1,0,0,OTHER
TRIREDRAFT_37060-t26_1,0,0,OTHER
TRIREDRAFT_3707-t26_1,0,0,OTHER
TRIREDRAFT_3716-t26_1,0,0,OTHER
TRIREDRAFT_3717-t26_1,0,0,OTHER
TRIREDRAFT_3718-t26_1,0,0,OTHER
TRIREDRAFT_3719-t26_1,0,0,OTHER
TRIREDRAFT_37214-t26_1,0,0,OTHER
TRIREDRAFT_37262-t26_1,0,0,OTHER
TRIREDRAFT_37316-t26_1,0,0,OTHER
TRIREDRAFT_37366-t26_1,0,0,OTHER
TRIREDRAFT_37368-t26_1,0,0,OTHER
TRIREDRAFT_3739-t26_1,0,0,OTHER
TRIREDRAFT_3741-t26_1,0,0,OTHER
TRIREDRAFT_37593-t26_1,0,0,OTHER
TRIREDRAFT_37761-t26_1,0,0,OTHER
TRIREDRAFT_37783-t26_1,0,0,OTHER
TRIREDRAFT_3779-t26_1,0,0,OTHER
TRIREDRAFT_3783-t26_1,0,0,OTHER
TRIREDRAFT_37833-t26_1,0,0,OTHER
TRIREDRAFT_37921-t26_1,0,0,OTHER
TRIREDRAFT_37933-t26_1,0,0,OTHER
TRIREDRAFT_3803-t26_1,0,0,OTHER
TRIREDRAFT_38048-t26_1,0,0,OTHER
TRIREDRAFT_38080-t26_1,0,0,OTHER
TRIREDRAFT_3817-t26_1,0,0,OTHER
TRIREDRAFT_38227-t26_1,0,0,OTHER
TRIREDRAFT_3823-t26_1,0,0,OTHER
TRIREDRAFT_38274-t26_1,0,0,OTHER
TRIREDRAFT_3830-t26_1,0,0,OTHER
TRIREDRAFT_3835-t26_1,0,0,OTHER
TRIREDRAFT_38372-t26_1,0,0,OTHER
TRIREDRAFT_38441-t26_1,0,0,OTHER
TRIREDRAFT_3847-t26_1,0,0,OTHER
TRIREDRAFT_38527-t26_1,0,0,OTHER
TRIREDRAFT_38536-t26_1,0,0,OTHER
TRIREDRAFT_3856-t26_1,0,0,OTHER
TRIREDRAFT_38573-t26_1,0,0,OTHER
TRIREDRAFT_38640.R56,0,0,OTHER
TRIREDRAFT_3873-t26_1,0,0,OTHER
TRIREDRAFT_38749-t26_1,0,0,OTHER
TRIREDRAFT_38767-t26_1,0,0,OTHER
TRIREDRAFT_38781-t26_1,0,0,OTHER
TRIREDRAFT_38833-t26_1,0,0,OTHER
TRIREDRAFT_38863-t26_1,0,0,OTHER
TRIREDRAFT_38876-t26_1,0,0,OTHER
TRIREDRAFT_3889-t26_1,0,0,OTHER
TRIREDRAFT_3891-t26_1,0,0,OTHER
TRIREDRAFT_3892-t26_1,0,0,OTHER
TRIREDRAFT_3909-t26_1,0,0,OTHER
TRIREDRAFT_3914-t26_1,0,0,OTHER
TRIREDRAFT_3918-t26_1,0,0,OTHER
TRIREDRAFT_39221-t26_1,0,0,OTHER
TRIREDRAFT_39285.R68,0,0,OTHER
TRIREDRAFT_39351-t26_1,0,0,OTHER
TRIREDRAFT_39387-t26_1,0,0,OTHER
TRIREDRAFT_39426-t26_1,0,0,OTHER
TRIREDRAFT_3949-t26_1,0,0,OTHER
TRIREDRAFT_39535-t26_1,0,0,OTHER
TRIREDRAFT_39578-t26_1,0,0,OTHER
TRIREDRAFT_39588-t26_1,0,0,OTHER
TRIREDRAFT_39606-t26_1,0,0,OTHER
TRIREDRAFT_39753-t26_1,0,0,OTHER
TRIREDRAFT_39755-t26_1,0,0,OTHER
TRIREDRAFT_3976-t26_1,0,0,OTHER
TRIREDRAFT_39827-t26_1,0,0,OTHER
TRIREDRAFT_3984-t26_1,0,0,OTHER
TRIREDRAFT_3987-t26_1,0,0,OTHER
TRIREDRAFT_39883-t26_1,0,0,OTHER
TRIREDRAFT_39911-t26_1,0,0,OTHER
TRIREDRAFT_39942-t26_1,0,0,OTHER
TRIREDRAFT_39996-t26_1,0,0,OTHER
TRIREDRAFT_4004-t26_1,0,0,OTHER
TRIREDRAFT_40053-t26_1,0,0,OTHER
TRIREDRAFT_40074-t26_1,0,0,OTHER
TRIREDRAFT_4009-t26_1,0,0,OTHER
TRIREDRAFT_40199-t26_1,0,0,OTHER
TRIREDRAFT_40250-t26_1,0,0,OTHER
TRIREDRAFT_4027-t26_1,0,0,OTHER
TRIREDRAFT_40290-t26_1,0,0,OTHER
TRIREDRAFT_40298-t26_1,0,0,OTHER
TRIREDRAFT_40338-t26_1,0,0,OTHER
TRIREDRAFT_40343-t26_1,0,0,OTHER
TRIREDRAFT_40346-t26_1,0,0,OTHER
TRIREDRAFT_4040-t26_1,0,0,OTHER
TRIREDRAFT_40519-t26_1,0,0,OTHER
TRIREDRAFT_40534-t26_1,0,0,OTHER
TRIREDRAFT_40538-t26_1,0,0,OTHER
TRIREDRAFT_40551-t26_1,0,0,OTHER
TRIREDRAFT_40618-t26_1,0,0,OTHER
TRIREDRAFT_4064-t26_1,0,0,OTHER
TRIREDRAFT_4069-t26_1,0,0,OTHER
TRIREDRAFT_40758-t26_1,0,0,OTHER
TRIREDRAFT_40808-t26_1,0,0,OTHER
TRIREDRAFT_40814-t26_1,0,0,OTHER
TRIREDRAFT_40830-t26_1,0,0,OTHER
TRIREDRAFT_40914-t26_1,0,0,OTHER
TRIREDRAFT_40918-t26_1,0,0,OTHER
TRIREDRAFT_40943-t26_1,0,0,OTHER
TRIREDRAFT_40945-t26_1,0,0,OTHER
TRIREDRAFT_4097-t26_1,0,0,OTHER
TRIREDRAFT_40996-t26_1,0,0,OTHER
TRIREDRAFT_41001-t26_1,0,0,OTHER
TRIREDRAFT_41009-t26_1,0,0,OTHER
TRIREDRAFT_4104-t26_1,0,0,OTHER
TRIREDRAFT_4109-t26_1,0,0,OTHER
TRIREDRAFT_41111-t26_1,0,0,OTHER
TRIREDRAFT_4114-t26_1,0,0,OTHER
TRIREDRAFT_41149-t26_1,0,0,OTHER
TRIREDRAFT_41152-t26_1,0,0,OTHER
TRIREDRAFT_4117-t26_1,0,0,OTHER
TRIREDRAFT_41171-t26_1,0,0,OTHER
TRIREDRAFT_41208-t26_1,0,0,OTHER
TRIREDRAFT_4124-t26_1,0,0,OTHER
TRIREDRAFT_41248-t26_1,0,0,OTHER
TRIREDRAFT_41312-t26_1,0,0,OTHER
TRIREDRAFT_4136-t26_1,0,0,OTHER
TRIREDRAFT_41362-t26_1,0,0,OTHER
TRIREDRAFT_41425-t26_1,0,0,OTHER
TRIREDRAFT_41428-t26_1,0,0,OTHER
TRIREDRAFT_41501-t26_1,0,0,OTHER
TRIREDRAFT_41504-t26_1,0,0,OTHER
TRIREDRAFT_41518-t26_1,0,0,OTHER
TRIREDRAFT_4152-t26_1,0,0,OTHER
TRIREDRAFT_4154-t26_1,0,0,OTHER
TRIREDRAFT_41546-t26_1,0,0,OTHER
TRIREDRAFT_41573.R195,0,0,OTHER
