seqid,phobius_start,phobius_end,phobius_type
tr|A0A1B2JJ22|A0A1B2JJ22_PICPA,0,0,OTHER
tr|A0A1B2JJ27|A0A1B2JJ27_PICPA,0,0,OTHER
tr|A0A1B2JJ30|A0A1B2JJ30_PICPA,0,0,OTHER
tr|A0A1B2JJ35|A0A1B2JJ35_PICPA,0,0,OTHER
tr|A0A1B2JJ36|A0A1B2JJ36_PICPA,0,0,OTHER
tr|A0A1B2JJ37|A0A1B2JJ37_PICPA,0,0,OTHER
tr|A0A1B2JJ39|A0A1B2JJ39_PICPA,0,0,OTHER
tr|A0A1B2JJ45|A0A1B2JJ45_PICPA,0,0,OTHER
tr|A0A1B2JJ47|A0A1B2JJ47_PICPA,0,0,OTHER
tr|A0A1B2JJ50|A0A1B2JJ50_PICPA,0,0,OTHER
tr|A0A1B2JJ56|A0A1B2JJ56_PICPA,0,0,OTHER
tr|A0A1B2JJ57|A0A1B2JJ57_PICPA,0,0,OTHER
tr|A0A1B2JJ58|A0A1B2JJ58_PICPA,0,0,OTHER
tr|A0A1B2JJ60|A0A1B2JJ60_PICPA,0,0,OTHER
tr|A0A1B2JJ67|A0A1B2JJ67_PICPA,0,0,OTHER
tr|A0A1B2JJ68|A0A1B2JJ68_PICPA,0,0,OTHER
tr|A0A1B2JJ77|A0A1B2JJ77_PICPA,0,0,OTHER
tr|A0A1B2JJ79|A0A1B2JJ79_PICPA,0,0,OTHER
tr|A0A1B2JJ82|A0A1B2JJ82_PICPA,0,0,OTHER
tr|A0A1B2JJ83|A0A1B2JJ83_PICPA,0,0,OTHER
tr|A0A1B2JJ85|A0A1B2JJ85_PICPA,0,0,OTHER
tr|A0A1B2JJ86|A0A1B2JJ86_PICPA,0,0,OTHER
tr|A0A1B2JJ91|A0A1B2JJ91_PICPA,0,0,OTHER
tr|A0A1B2JJ99|A0A1B2JJ99_PICPA,0,0,OTHER
tr|A0A1B2JJB5|A0A1B2JJB5_PICPA,0,0,OTHER
tr|A0A1B2JJC6|A0A1B2JJC6_PICPA,0,0,OTHER
tr|A0A1B2JJC8|A0A1B2JJC8_PICPA,0,0,OTHER
tr|A0A1B2JJD2|A0A1B2JJD2_PICPA,0,0,OTHER
tr|A0A1B2JJD6|A0A1B2JJD6_PICPA,0,0,OTHER
tr|A0A1B2JJE1|A0A1B2JJE1_PICPA,0,0,OTHER
tr|A0A1B2JJE2|A0A1B2JJE2_PICPA,0,0,OTHER
tr|A0A1B2JJE7|A0A1B2JJE7_PICPA,0,0,OTHER
tr|A0A1B2JJF0|A0A1B2JJF0_PICPA,0,0,OTHER
tr|A0A1B2JJF4|A0A1B2JJF4_PICPA,0,0,OTHER
tr|A0A1B2JJF8|A0A1B2JJF8_PICPA,0,0,OTHER
tr|A0A1B2JJG1|A0A1B2JJG1_PICPA,0,0,OTHER
tr|A0A1B2JJG2|A0A1B2JJG2_PICPA,0,0,OTHER
tr|A0A1B2JJG8|A0A1B2JJG8_PICPA,0,0,OTHER
tr|A0A1B2JJH1|A0A1B2JJH1_PICPA,0,0,OTHER
tr|A0A1B2JJH4|A0A1B2JJH4_PICPA,0,0,OTHER
tr|A0A1B2JJH5|A0A1B2JJH5_PICPA,0,0,OTHER
tr|A0A1B2JJK1|A0A1B2JJK1_PICPA,0,0,OTHER
tr|A0A1B2JJL6|A0A1B2JJL6_PICPA,0,0,OTHER
tr|A0A1B2JJQ3|A0A1B2JJQ3_PICPA,0,0,OTHER
tr|B3VDJ1|B3VDJ1_PICPA,0,0,OTHER
tr|E1UWB5|E1UWB5_PICPA,0,0,OTHER
tr|A0A1B2J520|A0A1B2J520_PICPA,0,0,OTHER
tr|A0A1B2J521|A0A1B2J521_PICPA,0,0,OTHER
tr|A0A1B2J522|A0A1B2J522_PICPA,0,0,OTHER
tr|A0A1B2J527|A0A1B2J527_PICPA,0,0,OTHER
tr|A0A1B2J528|A0A1B2J528_PICPA,0,0,OTHER
tr|A0A1B2J531|A0A1B2J531_PICPA,0,0,OTHER
tr|A0A1B2J535|A0A1B2J535_PICPA,0,0,OTHER
tr|A0A1B2J537|A0A1B2J537_PICPA,0,0,OTHER
tr|A0A1B2J538|A0A1B2J538_PICPA,0,0,OTHER
tr|A0A1B2J540|A0A1B2J540_PICPA,0,0,OTHER
tr|A0A1B2J542|A0A1B2J542_PICPA,0,0,OTHER
tr|A0A1B2J543|A0A1B2J543_PICPA,0,0,OTHER
tr|A0A1B2J544|A0A1B2J544_PICPA,0,0,OTHER
tr|A0A1B2J545|A0A1B2J545_PICPA,0,0,OTHER
tr|A0A1B2J546|A0A1B2J546_PICPA,0,0,OTHER
tr|A0A1B2J548|A0A1B2J548_PICPA,0,0,OTHER
tr|A0A1B2J550|A0A1B2J550_PICPA,0,0,OTHER
tr|A0A1B2J553|A0A1B2J553_PICPA,0,0,OTHER
tr|A0A1B2J555|A0A1B2J555_PICPA,0,0,OTHER
tr|A0A1B2J557|A0A1B2J557_PICPA,0,0,OTHER
tr|A0A1B2J558|A0A1B2J558_PICPA,0,0,OTHER
tr|A0A1B2J561|A0A1B2J561_PICPA,0,0,OTHER
tr|A0A1B2J562|A0A1B2J562_PICPA,0,0,OTHER
tr|A0A1B2J563|A0A1B2J563_PICPA,0,0,OTHER
tr|A0A1B2J565|A0A1B2J565_PICPA,0,0,OTHER
tr|A0A1B2J567|A0A1B2J567_PICPA,0,0,OTHER
tr|A0A1B2J570|A0A1B2J570_PICPA,0,0,OTHER
tr|A0A1B2J571|A0A1B2J571_PICPA,0,0,OTHER
tr|A0A1B2J572|A0A1B2J572_PICPA,0,0,OTHER
tr|A0A1B2J573|A0A1B2J573_PICPA,0,0,OTHER
tr|A0A1B2J576|A0A1B2J576_PICPA,0,0,OTHER
tr|A0A1B2J577|A0A1B2J577_PICPA,0,0,OTHER
tr|A0A1B2J582|A0A1B2J582_PICPA,0,0,OTHER
tr|A0A1B2J584|A0A1B2J584_PICPA,0,0,OTHER
tr|A0A1B2J585|A0A1B2J585_PICPA,0,0,OTHER
tr|A0A1B2J586|A0A1B2J586_PICPA,0,0,OTHER
tr|A0A1B2J587|A0A1B2J587_PICPA,0,0,OTHER
tr|A0A1B2J588|A0A1B2J588_PICPA,0,0,OTHER
tr|A0A1B2J589|A0A1B2J589_PICPA,0,0,OTHER
tr|A0A1B2J590|A0A1B2J590_PICPA,0,0,OTHER
tr|A0A1B2J591|A0A1B2J591_PICPA,0,0,OTHER
tr|A0A1B2J592|A0A1B2J592_PICPA,0,0,OTHER
tr|A0A1B2J593|A0A1B2J593_PICPA,0,0,OTHER
tr|A0A1B2J594|A0A1B2J594_PICPA,0,0,OTHER
tr|A0A1B2J595|A0A1B2J595_PICPA,0,0,OTHER
tr|A0A1B2J597|A0A1B2J597_PICPA,0,0,OTHER
tr|A0A1B2J598|A0A1B2J598_PICPA,0,0,OTHER
tr|A0A1B2J5A0|A0A1B2J5A0_PICPA,0,0,OTHER
tr|A0A1B2J5A1|A0A1B2J5A1_PICPA,0,0,OTHER
tr|A0A1B2J5A2|A0A1B2J5A2_PICPA,0,0,OTHER
tr|A0A1B2J5A7|A0A1B2J5A7_PICPA,0,0,OTHER
tr|A0A1B2J5B0|A0A1B2J5B0_PICPA,0,0,OTHER
tr|A0A1B2J5B2|A0A1B2J5B2_PICPA,0,0,OTHER
tr|A0A1B2J5B3|A0A1B2J5B3_PICPA,0,0,OTHER
tr|A0A1B2J5B6|A0A1B2J5B6_PICPA,0,0,OTHER
tr|A0A1B2J5B8|A0A1B2J5B8_PICPA,0,0,OTHER
tr|A0A1B2J5B9|A0A1B2J5B9_PICPA,0,0,OTHER
tr|A0A1B2J5C0|A0A1B2J5C0_PICPA,0,0,OTHER
tr|A0A1B2J5C3|A0A1B2J5C3_PICPA,0,0,OTHER
tr|A0A1B2J5C4|A0A1B2J5C4_PICPA,0,0,OTHER
tr|A0A1B2J5C6|A0A1B2J5C6_PICPA,0,0,OTHER
tr|A0A1B2J5C9|A0A1B2J5C9_PICPA,0,0,OTHER
tr|A0A1B2J5D0|A0A1B2J5D0_PICPA,0,0,OTHER
tr|A0A1B2J5D3|A0A1B2J5D3_PICPA,0,0,OTHER
tr|A0A1B2J5D4|A0A1B2J5D4_PICPA,0,0,OTHER
tr|A0A1B2J5D6|A0A1B2J5D6_PICPA,0,0,OTHER
tr|A0A1B2J5D8|A0A1B2J5D8_PICPA,0,0,OTHER
tr|A0A1B2J5D9|A0A1B2J5D9_PICPA,0,0,OTHER
tr|A0A1B2J5E4|A0A1B2J5E4_PICPA,0,0,OTHER
tr|A0A1B2J5E6|A0A1B2J5E6_PICPA,0,0,OTHER
tr|A0A1B2J5E9|A0A1B2J5E9_PICPA,0,0,OTHER
tr|A0A1B2J5F0|A0A1B2J5F0_PICPA,0,0,OTHER
tr|A0A1B2J5F1|A0A1B2J5F1_PICPA,0,0,OTHER
tr|A0A1B2J5F6|A0A1B2J5F6_PICPA,0,0,OTHER
tr|A0A1B2J5F8|A0A1B2J5F8_PICPA,0,0,OTHER
tr|A0A1B2J5G2|A0A1B2J5G2_PICPA,0,0,OTHER
tr|A0A1B2J5G3|A0A1B2J5G3_PICPA,0,0,OTHER
tr|A0A1B2J5G5|A0A1B2J5G5_PICPA,0,0,OTHER
tr|A0A1B2J5G7|A0A1B2J5G7_PICPA,0,0,OTHER
tr|A0A1B2J5G8|A0A1B2J5G8_PICPA,0,0,OTHER
tr|A0A1B2J5H1|A0A1B2J5H1_PICPA,0,0,OTHER
tr|A0A1B2J5H6|A0A1B2J5H6_PICPA,0,0,OTHER
tr|A0A1B2J5I0|A0A1B2J5I0_PICPA,0,0,OTHER
tr|A0A1B2J5I1|A0A1B2J5I1_PICPA,0,0,OTHER
tr|A0A1B2J5I2|A0A1B2J5I2_PICPA,0,0,OTHER
tr|A0A1B2J5I3|A0A1B2J5I3_PICPA,0,0,OTHER
tr|A0A1B2J5I4|A0A1B2J5I4_PICPA,0,0,OTHER
tr|A0A1B2J5I6|A0A1B2J5I6_PICPA,0,0,OTHER
tr|A0A1B2J5I8|A0A1B2J5I8_PICPA,0,0,OTHER
tr|A0A1B2J5I9|A0A1B2J5I9_PICPA,0,0,OTHER
tr|A0A1B2J5J0|A0A1B2J5J0_PICPA,0,0,OTHER
tr|A0A1B2J5J2|A0A1B2J5J2_PICPA,0,0,OTHER
tr|A0A1B2J5J3|A0A1B2J5J3_PICPA,0,0,OTHER
tr|A0A1B2J5J4|A0A1B2J5J4_PICPA,0,0,OTHER
tr|A0A1B2J5J5|A0A1B2J5J5_PICPA,0,0,OTHER
tr|A0A1B2J5K3|A0A1B2J5K3_PICPA,0,0,OTHER
tr|A0A1B2J5K5|A0A1B2J5K5_PICPA,0,0,OTHER
tr|A0A1B2J5K6|A0A1B2J5K6_PICPA,0,0,OTHER
tr|A0A1B2J5K7|A0A1B2J5K7_PICPA,0,0,OTHER
tr|A0A1B2J5L2|A0A1B2J5L2_PICPA,0,0,OTHER
tr|A0A1B2J5L6|A0A1B2J5L6_PICPA,0,0,OTHER
tr|A0A1B2J5L8|A0A1B2J5L8_PICPA,0,0,OTHER
tr|A0A1B2J5M0|A0A1B2J5M0_PICPA,0,0,OTHER
tr|A0A1B2J5M1|A0A1B2J5M1_PICPA,0,0,OTHER
tr|A0A1B2J5M2|A0A1B2J5M2_PICPA,0,0,OTHER
tr|A0A1B2J5M4|A0A1B2J5M4_PICPA,0,0,OTHER
tr|A0A1B2J5M5|A0A1B2J5M5_PICPA,0,0,OTHER
tr|A0A1B2J5M7|A0A1B2J5M7_PICPA,0,0,OTHER
tr|A0A1B2J5N0|A0A1B2J5N0_PICPA,0,0,OTHER
tr|A0A1B2J5N3|A0A1B2J5N3_PICPA,0,0,OTHER
tr|A0A1B2J5N4|A0A1B2J5N4_PICPA,0,0,OTHER
tr|A0A1B2J5N8|A0A1B2J5N8_PICPA,0,0,OTHER
tr|A0A1B2J5N9|A0A1B2J5N9_PICPA,0,0,OTHER
tr|A0A1B2J5P0|A0A1B2J5P0_PICPA,0,0,OTHER
tr|A0A1B2J5P1|A0A1B2J5P1_PICPA,0,0,OTHER
tr|A0A1B2J5P5|A0A1B2J5P5_PICPA,0,0,OTHER
tr|A0A1B2J5Q1|A0A1B2J5Q1_PICPA,0,0,OTHER
tr|A0A1B2J5Q7|A0A1B2J5Q7_PICPA,0,0,OTHER
tr|A0A1B2J5Q8|A0A1B2J5Q8_PICPA,0,0,OTHER
tr|A0A1B2J5Q9|A0A1B2J5Q9_PICPA,0,0,OTHER
tr|A0A1B2J5R0|A0A1B2J5R0_PICPA,0,0,OTHER
tr|A0A1B2J5R1|A0A1B2J5R1_PICPA,0,0,OTHER
tr|A0A1B2J5R2|A0A1B2J5R2_PICPA,0,0,OTHER
tr|A0A1B2J5R5|A0A1B2J5R5_PICPA,0,0,OTHER
tr|A0A1B2J5R7|A0A1B2J5R7_PICPA,0,0,OTHER
tr|A0A1B2J5S4|A0A1B2J5S4_PICPA,0,0,OTHER
tr|A0A1B2J5S5|A0A1B2J5S5_PICPA,0,0,OTHER
tr|A0A1B2J5S7|A0A1B2J5S7_PICPA,0,0,OTHER
tr|A0A1B2J5S8|A0A1B2J5S8_PICPA,0,0,OTHER
tr|A0A1B2J5S9|A0A1B2J5S9_PICPA,0,0,OTHER
tr|A0A1B2J5T3|A0A1B2J5T3_PICPA,0,0,OTHER
tr|A0A1B2J5T6|A0A1B2J5T6_PICPA,0,0,OTHER
tr|A0A1B2J5T8|A0A1B2J5T8_PICPA,0,0,OTHER
tr|A0A1B2J5U2|A0A1B2J5U2_PICPA,0,0,OTHER
tr|A0A1B2J5U3|A0A1B2J5U3_PICPA,0,0,OTHER
tr|A0A1B2J5U6|A0A1B2J5U6_PICPA,0,0,OTHER
tr|A0A1B2J5U7|A0A1B2J5U7_PICPA,0,0,OTHER
tr|A0A1B2J5V0|A0A1B2J5V0_PICPA,0,0,OTHER
tr|A0A1B2J5V4|A0A1B2J5V4_PICPA,0,0,OTHER
tr|A0A1B2J5V5|A0A1B2J5V5_PICPA,0,0,OTHER
tr|A0A1B2J5V8|A0A1B2J5V8_PICPA,0,0,OTHER
tr|A0A1B2J5W2|A0A1B2J5W2_PICPA,0,0,OTHER
tr|A0A1B2J5W3|A0A1B2J5W3_PICPA,0,0,OTHER
tr|A0A1B2J5W5|A0A1B2J5W5_PICPA,0,0,OTHER
tr|A0A1B2J5W8|A0A1B2J5W8_PICPA,0,0,OTHER
tr|A0A1B2J5X0|A0A1B2J5X0_PICPA,0,0,OTHER
tr|A0A1B2J5X1|A0A1B2J5X1_PICPA,0,0,OTHER
tr|A0A1B2J5X2|A0A1B2J5X2_PICPA,0,0,OTHER
tr|A0A1B2J5X3|A0A1B2J5X3_PICPA,0,0,OTHER
tr|A0A1B2J5X5|A0A1B2J5X5_PICPA,0,0,OTHER
tr|A0A1B2J5X9|A0A1B2J5X9_PICPA,0,0,OTHER
tr|A0A1B2J5Y0|A0A1B2J5Y0_PICPA,0,0,OTHER
tr|A0A1B2J5Y1|A0A1B2J5Y1_PICPA,0,0,OTHER
tr|A0A1B2J5Y5|A0A1B2J5Y5_PICPA,0,0,OTHER
tr|A0A1B2J5Y8|A0A1B2J5Y8_PICPA,0,0,OTHER
tr|A0A1B2J5Z1|A0A1B2J5Z1_PICPA,0,0,OTHER
tr|A0A1B2J5Z7|A0A1B2J5Z7_PICPA,0,0,OTHER
tr|A0A1B2J5Z8|A0A1B2J5Z8_PICPA,0,0,OTHER
tr|A0A1B2J5Z9|A0A1B2J5Z9_PICPA,0,0,OTHER
tr|A0A1B2J600|A0A1B2J600_PICPA,0,0,OTHER
tr|A0A1B2J602|A0A1B2J602_PICPA,0,0,OTHER
tr|A0A1B2J603|A0A1B2J603_PICPA,0,0,OTHER
tr|A0A1B2J606|A0A1B2J606_PICPA,0,0,OTHER
tr|A0A1B2J607|A0A1B2J607_PICPA,0,0,OTHER
tr|A0A1B2J608|A0A1B2J608_PICPA,0,0,OTHER
tr|A0A1B2J616|A0A1B2J616_PICPA,0,0,OTHER
tr|A0A1B2J617|A0A1B2J617_PICPA,0,0,OTHER
tr|A0A1B2J618|A0A1B2J618_PICPA,0,0,OTHER
tr|A0A1B2J620|A0A1B2J620_PICPA,0,0,OTHER
tr|A0A1B2J623|A0A1B2J623_PICPA,0,0,OTHER
tr|A0A1B2J624|A0A1B2J624_PICPA,0,0,OTHER
tr|A0A1B2J625|A0A1B2J625_PICPA,0,0,OTHER
tr|A0A1B2J628|A0A1B2J628_PICPA,0,0,OTHER
tr|A0A1B2J632|A0A1B2J632_PICPA,0,0,OTHER
tr|A0A1B2J635|A0A1B2J635_PICPA,0,0,OTHER
tr|A0A1B2J637|A0A1B2J637_PICPA,0,0,OTHER
tr|A0A1B2J638|A0A1B2J638_PICPA,0,0,OTHER
tr|A0A1B2J641|A0A1B2J641_PICPA,0,0,OTHER
tr|A0A1B2J644|A0A1B2J644_PICPA,0,0,OTHER
tr|A0A1B2J646|A0A1B2J646_PICPA,0,0,OTHER
tr|A0A1B2J649|A0A1B2J649_PICPA,0,0,OTHER
tr|A0A1B2J652|A0A1B2J652_PICPA,0,0,OTHER
tr|A0A1B2J654|A0A1B2J654_PICPA,0,0,OTHER
tr|A0A1B2J655|A0A1B2J655_PICPA,0,0,OTHER
tr|A0A1B2J656|A0A1B2J656_PICPA,0,0,OTHER
tr|A0A1B2J660|A0A1B2J660_PICPA,0,0,OTHER
tr|A0A1B2J662|A0A1B2J662_PICPA,0,0,OTHER
tr|A0A1B2J665|A0A1B2J665_PICPA,0,0,OTHER
tr|A0A1B2J666|A0A1B2J666_PICPA,0,0,OTHER
tr|A0A1B2J668|A0A1B2J668_PICPA,0,0,OTHER
tr|A0A1B2J669|A0A1B2J669_PICPA,0,0,OTHER
tr|A0A1B2J672|A0A1B2J672_PICPA,0,0,OTHER
tr|A0A1B2J675|A0A1B2J675_PICPA,0,0,OTHER
tr|A0A1B2J676|A0A1B2J676_PICPA,0,0,OTHER
tr|A0A1B2J679|A0A1B2J679_PICPA,0,0,OTHER
tr|A0A1B2J680|A0A1B2J680_PICPA,0,0,OTHER
tr|A0A1B2J684|A0A1B2J684_PICPA,0,0,OTHER
tr|A0A1B2J690|A0A1B2J690_PICPA,0,0,OTHER
tr|A0A1B2J692|A0A1B2J692_PICPA,0,0,OTHER
tr|A0A1B2J697|A0A1B2J697_PICPA,0,0,OTHER
tr|A0A1B2J6A0|A0A1B2J6A0_PICPA,0,0,OTHER
tr|A0A1B2J6A1|A0A1B2J6A1_PICPA,0,0,OTHER
tr|A0A1B2J6A4|A0A1B2J6A4_PICPA,0,0,OTHER
tr|A0A1B2J6A5|A0A1B2J6A5_PICPA,0,0,OTHER
tr|A0A1B2J6B1|A0A1B2J6B1_PICPA,0,0,OTHER
tr|A0A1B2J6B2|A0A1B2J6B2_PICPA,0,0,OTHER
tr|A0A1B2J6B5|A0A1B2J6B5_PICPA,0,0,OTHER
tr|A0A1B2J6B6|A0A1B2J6B6_PICPA,0,0,OTHER
tr|A0A1B2J6C0|A0A1B2J6C0_PICPA,0,0,OTHER
tr|A0A1B2J6C1|A0A1B2J6C1_PICPA,0,0,OTHER
tr|A0A1B2J6C5|A0A1B2J6C5_PICPA,0,0,OTHER
tr|A0A1B2J6C6|A0A1B2J6C6_PICPA,0,0,OTHER
tr|A0A1B2J6C8|A0A1B2J6C8_PICPA,0,0,OTHER
tr|A0A1B2J6D0|A0A1B2J6D0_PICPA,0,0,OTHER
tr|A0A1B2J6D1|A0A1B2J6D1_PICPA,0,0,OTHER
tr|A0A1B2J6D3|A0A1B2J6D3_PICPA,0,0,OTHER
tr|A0A1B2J6D4|A0A1B2J6D4_PICPA,0,0,OTHER
tr|A0A1B2J6D5|A0A1B2J6D5_PICPA,0,0,OTHER
tr|A0A1B2J6D6|A0A1B2J6D6_PICPA,0,0,OTHER
tr|A0A1B2J6D8|A0A1B2J6D8_PICPA,0,0,OTHER
tr|A0A1B2J6E3|A0A1B2J6E3_PICPA,0,0,OTHER
tr|A0A1B2J6E4|A0A1B2J6E4_PICPA,0,0,OTHER
tr|A0A1B2J6E7|A0A1B2J6E7_PICPA,0,0,OTHER
tr|A0A1B2J6F0|A0A1B2J6F0_PICPA,0,0,OTHER
tr|A0A1B2J6F1|A0A1B2J6F1_PICPA,0,0,OTHER
tr|A0A1B2J6F3|A0A1B2J6F3_PICPA,0,0,OTHER
tr|A0A1B2J6F4|A0A1B2J6F4_PICPA,0,0,OTHER
tr|A0A1B2J6F7|A0A1B2J6F7_PICPA,0,0,OTHER
tr|A0A1B2J6G1|A0A1B2J6G1_PICPA,0,0,OTHER
tr|A0A1B2J6G3|A0A1B2J6G3_PICPA,0,0,OTHER
tr|A0A1B2J6G4|A0A1B2J6G4_PICPA,0,0,OTHER
tr|A0A1B2J6G6|A0A1B2J6G6_PICPA,0,0,OTHER
tr|A0A1B2J6G7|A0A1B2J6G7_PICPA,0,0,OTHER
tr|A0A1B2J6G8|A0A1B2J6G8_PICPA,0,0,OTHER
tr|A0A1B2J6H0|A0A1B2J6H0_PICPA,0,0,OTHER
tr|A0A1B2J6H1|A0A1B2J6H1_PICPA,0,0,OTHER
tr|A0A1B2J6H3|A0A1B2J6H3_PICPA,0,0,OTHER
tr|A0A1B2J6H6|A0A1B2J6H6_PICPA,0,0,OTHER
tr|A0A1B2J6H7|A0A1B2J6H7_PICPA,0,0,OTHER
tr|A0A1B2J6H8|A0A1B2J6H8_PICPA,0,0,OTHER
tr|A0A1B2J6I2|A0A1B2J6I2_PICPA,0,0,OTHER
tr|A0A1B2J6I4|A0A1B2J6I4_PICPA,0,0,OTHER
tr|A0A1B2J6I5|A0A1B2J6I5_PICPA,0,0,OTHER
tr|A0A1B2J6I6|A0A1B2J6I6_PICPA,0,0,OTHER
tr|A0A1B2J6I7|A0A1B2J6I7_PICPA,0,0,OTHER
tr|A0A1B2J6J0|A0A1B2J6J0_PICPA,0,0,OTHER
tr|A0A1B2J6J1|A0A1B2J6J1_PICPA,0,0,OTHER
tr|A0A1B2J6J2|A0A1B2J6J2_PICPA,0,0,OTHER
tr|A0A1B2J6J5|A0A1B2J6J5_PICPA,0,0,OTHER
tr|A0A1B2J6J6|A0A1B2J6J6_PICPA,0,0,OTHER
tr|A0A1B2J6J7|A0A1B2J6J7_PICPA,0,0,OTHER
tr|A0A1B2J6J8|A0A1B2J6J8_PICPA,0,0,OTHER
tr|A0A1B2J6J9|A0A1B2J6J9_PICPA,0,0,OTHER
tr|A0A1B2J6K1|A0A1B2J6K1_PICPA,0,0,OTHER
tr|A0A1B2J6K2|A0A1B2J6K2_PICPA,0,0,OTHER
tr|A0A1B2J6K5|A0A1B2J6K5_PICPA,0,0,OTHER
tr|A0A1B2J6K6|A0A1B2J6K6_PICPA,0,0,OTHER
tr|A0A1B2J6K9|A0A1B2J6K9_PICPA,0,0,OTHER
tr|A0A1B2J6L2|A0A1B2J6L2_PICPA,0,0,OTHER
tr|A0A1B2J6L3|A0A1B2J6L3_PICPA,0,0,OTHER
tr|A0A1B2J6L9|A0A1B2J6L9_PICPA,0,0,OTHER
tr|A0A1B2J6M2|A0A1B2J6M2_PICPA,0,0,OTHER
tr|A0A1B2J6M4|A0A1B2J6M4_PICPA,0,0,OTHER
tr|A0A1B2J6M6|A0A1B2J6M6_PICPA,0,0,OTHER
tr|A0A1B2J6M8|A0A1B2J6M8_PICPA,0,0,OTHER
tr|A0A1B2J6M9|A0A1B2J6M9_PICPA,0,0,OTHER
tr|A0A1B2J6N3|A0A1B2J6N3_PICPA,0,0,OTHER
tr|A0A1B2J6N5|A0A1B2J6N5_PICPA,0,0,OTHER
tr|A0A1B2J6N7|A0A1B2J6N7_PICPA,0,0,OTHER
tr|A0A1B2J6N9|A0A1B2J6N9_PICPA,0,0,OTHER
tr|A0A1B2J6P0|A0A1B2J6P0_PICPA,0,0,OTHER
tr|A0A1B2J6P2|A0A1B2J6P2_PICPA,0,0,OTHER
tr|A0A1B2J6P3|A0A1B2J6P3_PICPA,0,0,OTHER
tr|A0A1B2J6P5|A0A1B2J6P5_PICPA,0,0,OTHER
tr|A0A1B2J6P7|A0A1B2J6P7_PICPA,0,0,OTHER
tr|A0A1B2J6P8|A0A1B2J6P8_PICPA,0,0,OTHER
tr|A0A1B2J6Q0|A0A1B2J6Q0_PICPA,0,0,OTHER
tr|A0A1B2J6Q4|A0A1B2J6Q4_PICPA,0,0,OTHER
tr|A0A1B2J6R0|A0A1B2J6R0_PICPA,0,0,OTHER
tr|A0A1B2J6R2|A0A1B2J6R2_PICPA,0,0,OTHER
tr|A0A1B2J6R3|A0A1B2J6R3_PICPA,0,0,OTHER
tr|A0A1B2J6R4|A0A1B2J6R4_PICPA,0,0,OTHER
tr|A0A1B2J6R6|A0A1B2J6R6_PICPA,0,0,OTHER
tr|A0A1B2J6R7|A0A1B2J6R7_PICPA,0,0,OTHER
tr|A0A1B2J6R8|A0A1B2J6R8_PICPA,0,0,OTHER
tr|A0A1B2J6S0|A0A1B2J6S0_PICPA,0,0,OTHER
tr|A0A1B2J6S1|A0A1B2J6S1_PICPA,0,0,OTHER
tr|A0A1B2J6S4|A0A1B2J6S4_PICPA,0,0,OTHER
tr|A0A1B2J6S5|A0A1B2J6S5_PICPA,0,0,OTHER
tr|A0A1B2J6S6|A0A1B2J6S6_PICPA,0,0,OTHER
tr|A0A1B2J6S9|A0A1B2J6S9_PICPA,0,0,OTHER
tr|A0A1B2J6T3|A0A1B2J6T3_PICPA,0,0,OTHER
tr|A0A1B2J6T5|A0A1B2J6T5_PICPA,0,0,OTHER
tr|A0A1B2J6T6|A0A1B2J6T6_PICPA,0,0,OTHER
tr|A0A1B2J6T7|A0A1B2J6T7_PICPA,0,0,OTHER
tr|A0A1B2J6T8|A0A1B2J6T8_PICPA,0,0,OTHER
tr|A0A1B2J6T9|A0A1B2J6T9_PICPA,0,0,OTHER
tr|A0A1B2J6U2|A0A1B2J6U2_PICPA,0,0,OTHER
tr|A0A1B2J6U5|A0A1B2J6U5_PICPA,0,0,OTHER
tr|A0A1B2J6U7|A0A1B2J6U7_PICPA,0,0,OTHER
tr|A0A1B2J6U8|A0A1B2J6U8_PICPA,0,0,OTHER
tr|A0A1B2J6U9|A0A1B2J6U9_PICPA,0,0,OTHER
tr|A0A1B2J6V2|A0A1B2J6V2_PICPA,0,0,OTHER
tr|A0A1B2J6V3|A0A1B2J6V3_PICPA,0,0,OTHER
tr|A0A1B2J6V4|A0A1B2J6V4_PICPA,0,0,OTHER
tr|A0A1B2J6V6|A0A1B2J6V6_PICPA,0,0,OTHER
tr|A0A1B2J6V8|A0A1B2J6V8_PICPA,0,0,OTHER
tr|A0A1B2J6V9|A0A1B2J6V9_PICPA,0,0,OTHER
tr|A0A1B2J6W1|A0A1B2J6W1_PICPA,0,0,OTHER
tr|A0A1B2J6W4|A0A1B2J6W4_PICPA,0,0,OTHER
tr|A0A1B2J6W5|A0A1B2J6W5_PICPA,0,0,OTHER
tr|A0A1B2J6X3|A0A1B2J6X3_PICPA,0,0,OTHER
tr|A0A1B2J6X4|A0A1B2J6X4_PICPA,0,0,OTHER
tr|A0A1B2J6X9|A0A1B2J6X9_PICPA,0,0,OTHER
tr|A0A1B2J6Y1|A0A1B2J6Y1_PICPA,0,0,OTHER
tr|A0A1B2J6Y3|A0A1B2J6Y3_PICPA,0,0,OTHER
tr|A0A1B2J6Y5|A0A1B2J6Y5_PICPA,0,0,OTHER
tr|A0A1B2J6Y8|A0A1B2J6Y8_PICPA,0,0,OTHER
tr|A0A1B2J6Y9|A0A1B2J6Y9_PICPA,0,0,OTHER
tr|A0A1B2J6Z3|A0A1B2J6Z3_PICPA,0,0,OTHER
