"seqid","window_length","window_start","window_end","window_type","window_origin","KD_hydropathy","KD_max_hydropathy","rose_hydropathy","rose_max_hydropathy","Hessa_hydropathy","Hessa_max_hydropathy"
"YPL162C",23,12,34,"TM","phobius",70.7888888888889,3.07777777777778,19.0388888888889,0.827777777777778,20.7511111111111,0.902222222222222
"YML027W",10,8,17,"SP","phobius",14.5555555555556,1.45555555555556,7.63333333333333,0.763333333333333,9.57777777777778,0.957777777777778
"YDL237W",18,7,24,"TM","phobius",51.6,2.86666666666667,14.96,0.831111111111111,20.62,1.14555555555556
"YBR040W",22,20,41,"TM","phobius",83.8444444444444,3.81111111111111,19.0666666666667,0.866666666666667,36.3244444444444,1.65111111111111
"YJL132W",13,8,20,"SP","phobius",36.9777777777778,2.84444444444444,10.9633333333333,0.843333333333333,9.14333333333333,0.703333333333333
"YIR022W",11,10,20,"SP","phobius",26.8888888888889,2.44444444444444,9.10555555555555,0.827777777777778,11.5744444444444,1.05222222222222
"YLL006W-A",29,12,40,"TM","phobius",75.7222222222222,2.61111111111111,24.4888888888889,0.844444444444444,36.1855555555556,1.24777777777778
"YCR104W",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YPR098C",21,12,32,"TM","phobius",41.3,1.96666666666667,17.2666666666667,0.822222222222222,15.8433333333333,0.754444444444445
"YEL004W",10,7,16,"SP","phobius",21.7777777777778,2.17777777777778,8.3,0.83,6.14444444444445,0.614444444444445
"YPR124W",9,40,48,"SP","phobius",8.2,0.911111111111111,6.77,0.752222222222222,6.58,0.731111111111111
"YMR221C",21,12,32,"TM","phobius",52.9666666666667,2.52222222222222,17.8966666666667,0.852222222222222,13.3,0.633333333333334
"YLR443W",22,26,47,"TM","phobius",58.1777777777778,2.64444444444444,17.8688888888889,0.812222222222222,22.2933333333333,1.01333333333333
"YKL187C",25,14,38,"TM","phobius",77.5,3.1,21.0833333333333,0.843333333333333,7.66666666666667,0.306666666666667
"YPL189C-A",20,12,31,"TM","phobius",54.2222222222222,2.71111111111111,16.0666666666667,0.803333333333333,20.9555555555556,1.04777777777778
"YDR072C",22,24,45,"TM","phobius",47.1777777777778,2.14444444444444,18.04,0.82,33.2688888888889,1.51222222222222
"YER011W",11,6,16,"SP","phobius",30.0666666666667,2.73333333333333,8.78777777777778,0.798888888888889,4.07,0.37
"YMR008C",12,6,17,"SP","phobius",29.2,2.43333333333333,9.48,0.79,13.5066666666667,1.12555555555556
"YKL096W-A",12,4,15,"SP","phobius",31.7333333333333,2.64444444444444,9.58666666666667,0.798888888888889,5.54666666666667,0.462222222222222
"YHR079C",11,9,19,"SP","phobius",36.1777777777778,3.28888888888889,9.31333333333333,0.846666666666667,8.69,0.79
"YMR095C",12,15,26,"SP","phobius",26.5333333333333,2.21111111111111,9.50666666666667,0.792222222222222,15.2133333333333,1.26777777777778
"YNL219C",12,5,16,"SP","phobius",39.0666666666667,3.25555555555556,10.0266666666667,0.835555555555555,8.70666666666667,0.725555555555556
"YMR266W",20,27,46,"TM","phobius",72,3.6,17.0666666666667,0.853333333333333,17.1777777777778,0.858888888888889
"YHR173C",9,2,10,"SP","phobius",18.8,2.08888888888889,7.63,0.847777777777778,4.77,0.53
"YBR201C-A",18,25,42,"TM","phobius",35.2,1.95555555555556,14.56,0.808888888888889,13.54,0.752222222222222
"YOL159C",12,4,15,"SP","phobius",29.8666666666667,2.48888888888889,10.0133333333333,0.834444444444445,5.77333333333333,0.481111111111111
"YEL001C",11,6,16,"SP","phobius",19.8,1.8,8.81222222222222,0.801111111111111,7.04,0.64
"YLR037C",12,4,15,"SP","phobius",32.2666666666667,2.68888888888889,9.54666666666667,0.795555555555556,4.2,0.35
"YIL140W",12,6,17,"SP","phobius",26.6666666666667,2.22222222222222,9.72,0.81,5.22666666666667,0.435555555555556
"YMR244W",12,6,17,"SP","phobius",29.7333333333333,2.47777777777778,9.66666666666667,0.805555555555556,5.4,0.45
"Q0055",22,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889,13.0044444444444,0.591111111111111
"YGL104C",20,27,46,"TM","phobius",52.4444444444444,2.62222222222222,16.3555555555556,0.817777777777778,20.1555555555556,1.00777777777778
"YPL189W",9,6,14,"SP","phobius",16.4,1.82222222222222,7.58,0.842222222222222,3.83,0.425555555555556
"YDR366C",21,6,26,"TM","phobius",75.6,3.6,18.2,0.866666666666667,18.6666666666667,0.888888888888889
"Q0065",22,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889,13.0044444444444,0.591111111111111
"YDR284C",17,21,37,"TM","phobius",63.8444444444444,3.75555555555556,14.6955555555556,0.864444444444444,28.4088888888889,1.67111111111111
"YJL143W",24,12,35,"TM","phobius",45.8666666666667,1.91111111111111,19.3866666666667,0.807777777777778,24.6666666666667,1.02777777777778
"YHL042W",12,24,35,"SP","phobius",41.4666666666667,3.45555555555556,10.2133333333333,0.851111111111111,11.16,0.93
"YBR205W",12,28,39,"SP","phobius",39.2,3.26666666666667,10.16,0.846666666666667,3.10666666666667,0.258888888888889
"YML018C",24,15,38,"TM","phobius",79.7333333333333,3.32222222222222,20.2666666666667,0.844444444444444,31.7866666666667,1.32444444444444
"YLR138W",22,12,33,"TM","phobius",49.8666666666667,2.26666666666667,17.9177777777778,0.814444444444445,20.9488888888889,0.952222222222222
"YLR456W",22,20,41,"TM","phobius",39.3555555555556,1.78888888888889,18.04,0.82,22.8066666666667,1.03666666666667
"YPL134C",21,12,32,"TM","phobius",41.0666666666667,1.95555555555556,16.6833333333333,0.794444444444445,17.57,0.836666666666667
"YNL217W",19,12,30,"TM","phobius",63.5444444444444,3.34444444444444,16.34,0.86,19.2111111111111,1.01111111111111
"YML030W",20,33,52,"TM","phobius",44.6666666666667,2.23333333333333,16.1333333333333,0.806666666666667,27.4222222222222,1.37111111111111
"YDL046W",11,7,17,"SP","phobius",28.2333333333333,2.56666666666667,9.04444444444444,0.822222222222222,4.71777777777778,0.428888888888889
"YJL078C",11,4,14,"SP","phobius",34.1,3.1,9.16666666666667,0.833333333333333,5.08444444444445,0.462222222222222
"YEL017C-A",25,6,30,"TM","phobius",87.7777777777778,3.51111111111111,21.2222222222222,0.848888888888889,25.3055555555556,1.01222222222222
"YHL026C",30,20,49,"TM","phobius",95.3333333333333,3.17777777777778,25.8333333333333,0.861111111111111,22.1666666666667,0.738888888888889
"YCR028C",19,29,47,"TM","phobius",57.2111111111111,3.01111111111111,16.0444444444444,0.844444444444444,20.8155555555556,1.09555555555556
"YER058W",11,7,17,"SP","phobius",26.1555555555556,2.37777777777778,8.84888888888889,0.804444444444445,7.40666666666667,0.673333333333333
"YNR059W",16,11,26,"SP","phobius",44.6222222222222,2.78888888888889,13.0488888888889,0.815555555555556,14.2933333333333,0.893333333333333
"YLR066W",20,15,34,"TM","phobius",66.6666666666667,3.33333333333333,17.0222222222222,0.851111111111111,31.5555555555556,1.57777777777778
"YDL232W",22,7,28,"TM","phobius",70.4,3.2,18.6022222222222,0.845555555555556,31.8511111111111,1.44777777777778
"YOL013C",18,12,29,"TM","phobius",51,2.83333333333333,15,0.833333333333333,11.56,0.642222222222222
"YAL008W",20,40,59,"TM","phobius",37.5555555555556,1.87777777777778,16.1333333333333,0.806666666666667,21.1111111111111,1.05555555555556
"YPR170W-B",20,12,31,"TM","phobius",60,3,16.5555555555556,0.827777777777778,22.8,1.14
"YDR304C",12,6,17,"SP","phobius",32.1333333333333,2.67777777777778,10.0933333333333,0.841111111111111,6.18666666666667,0.515555555555555
"YDR033W",21,35,55,"TM","phobius",56.4666666666667,2.68888888888889,17.8966666666667,0.852222222222222,19.4133333333333,0.924444444444444
"YOR097C",22,21,42,"TM","phobius",45.2222222222222,2.05555555555556,17.9911111111111,0.817777777777778,18.9444444444444,0.861111111111111
"YNL320W",9,9,17,"SP","phobius",21.3,2.36666666666667,7.32,0.813333333333333,3.2,0.355555555555556
"YML052W",23,7,29,"TM","phobius",76.4111111111111,3.32222222222222,19.3966666666667,0.843333333333333,17.2755555555556,0.751111111111111
"YHL046C",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YJL062W",12,8,19,"SP","phobius",42.1333333333333,3.51111111111111,10.2133333333333,0.851111111111111,7.64,0.636666666666667
"YEL033W",19,15,33,"TM","phobius",48.5555555555556,2.55555555555556,16.15,0.85,18.5777777777778,0.977777777777778
"YGL258W",12,3,14,"SP","phobius",31.8666666666667,2.65555555555556,9.96,0.83,0.293333333333333,0.0244444444444444
"YML061C",11,18,28,"SP","phobius",18.4555555555556,1.67777777777778,8.83666666666667,0.803333333333333,12.65,1.15
"YJL139C",20,6,25,"TM","phobius",47.5555555555556,2.37777777777778,16.8,0.84,11.0888888888889,0.554444444444445
"Q0045",22,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889,13.0044444444444,0.591111111111111
"YPR037C",18,9,26,"TM","phobius",48.6,2.7,15.02,0.834444444444444,18.74,1.04111111111111
"YHR098C",11,6,16,"SP","phobius",24.5666666666667,2.23333333333333,8.53111111111111,0.775555555555556,11.7333333333333,1.06666666666667
"YLR103C",23,27,49,"TM","phobius",56.7333333333333,2.46666666666667,18.9877777777778,0.825555555555556,23.3833333333333,1.01666666666667
"YCL045C",10,8,17,"SP","phobius",31.7777777777778,3.17777777777778,8.52222222222222,0.852222222222222,3.98888888888889,0.398888888888889
"Q0070",22,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889,13.0044444444444,0.591111111111111
"YIR021W-A",22,15,36,"TM","phobius",70.6444444444444,3.21111111111111,18.26,0.83,16.4511111111111,0.747777777777778
"YGL259W",11,3,13,"SP","phobius",24.5666666666667,2.23333333333333,8.72666666666667,0.793333333333333,2.06555555555556,0.187777777777778
"YBR207W",28,6,33,"TM","phobius",102.355555555556,3.65555555555556,23.5822222222222,0.842222222222222,29.6177777777778,1.05777777777778
"YML073C",18,30,47,"TM","phobius",43.2,2.4,14.54,0.807777777777778,25.26,1.40333333333333
"YLR084C",10,6,15,"SP","phobius",20.6666666666667,2.06666666666667,8.05555555555556,0.805555555555555,7.08888888888889,0.708888888888889
"YNL277W-A",17,38,54,"TM","phobius",53.8333333333333,3.16666666666667,14.4688888888889,0.851111111111111,35.9266666666667,2.11333333333333
"YML055W",19,41,59,"TM","phobius",46.8666666666667,2.46666666666667,15.4111111111111,0.811111111111111,17.1,0.9
"YLR046C",21,37,57,"TM","phobius",52.2666666666667,2.48888888888889,17.43,0.83,16.0766666666667,0.765555555555556
"YHR003C",11,8,18,"SP","phobius",22.4888888888889,2.04444444444444,8.56777777777778,0.778888888888889,8.58,0.78
"YDR221W",8,5,12,"SP","phobius",23.4666666666667,2.93333333333333,6.71111111111111,0.838888888888889,5.20888888888889,0.651111111111111
"YPL264C",23,15,37,"TM","phobius",64.6555555555556,2.81111111111111,19.1666666666667,0.833333333333333,38.5888888888889,1.67777777777778
"YIL054W",19,42,60,"TM","phobius",61.8555555555556,3.25555555555556,16.2766666666667,0.856666666666667,30.21,1.59
"YOR382W",11,3,13,"SP","phobius",15.5222222222222,1.41111111111111,8.59222222222222,0.781111111111111,5.13333333333333,0.466666666666667
"YOR214C",12,4,15,"SP","phobius",26.2666666666667,2.18888888888889,9.81333333333333,0.817777777777778,1.61333333333333,0.134444444444444
"YGR014W",12,5,16,"SP","phobius",30.5333333333333,2.54444444444444,9.73333333333333,0.811111111111111,5.32,0.443333333333333
"YOR152C",9,4,12,"SP","phobius",23.8,2.64444444444444,7.5,0.833333333333333,3.35,0.372222222222222
"YHR126C",11,3,13,"SP","phobius",25.9111111111111,2.35555555555556,8.88555555555556,0.807777777777778,4.52222222222222,0.411111111111111
"YMR247W-A",10,10,19,"SP","phobius",24.6666666666667,2.46666666666667,8.08888888888889,0.808888888888889,7.07777777777778,0.707777777777778
"YER078W-A",23,21,43,"TM","phobius",58.5222222222222,2.54444444444444,18.4766666666667,0.803333333333333,20.7255555555556,0.901111111111111
"YBR159W",25,20,44,"TM","phobius",65.5555555555556,2.62222222222222,20.6944444444444,0.827777777777778,15.6111111111111,0.624444444444444
"YLR286C",14,3,16,"SP","phobius",38.8888888888889,2.77777777777778,11.6666666666667,0.833333333333333,11.62,0.83
"YJL059W",24,12,35,"TM","phobius",65.0666666666667,2.71111111111111,20.2133333333333,0.842222222222222,19.84,0.826666666666667
"YDL049C",12,4,15,"SP","phobius",38.4,3.2,10.2133333333333,0.851111111111111,4.88,0.406666666666667
"YCL027W",12,8,19,"SP","phobius",20.8,1.73333333333333,9.33333333333334,0.777777777777778,6.58666666666667,0.548888888888889
"YLR120C",9,8,16,"SP","phobius",15.8,1.75555555555556,6.9,0.766666666666667,6.43,0.714444444444445
"YBR301W",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YLR250W",9,7,15,"SP","phobius",20.5,2.27777777777778,7.3,0.811111111111111,3.13,0.347777777777778
"YKR066C",18,20,37,"TM","phobius",33.2,1.84444444444444,13.92,0.773333333333333,16.58,0.921111111111111
"YPR201W",21,35,55,"TM","phobius",74.4333333333333,3.54444444444444,17.5466666666667,0.835555555555556,15.8433333333333,0.754444444444444
"YOR222W",22,12,33,"TM","phobius",44,2,17.3066666666667,0.786666666666667,21.3644444444444,0.971111111111111
"YOL030W",9,6,14,"SP","phobius",18.8,2.08888888888889,7.04,0.782222222222222,3.16,0.351111111111111
"YPR139C",23,31,53,"TM","phobius",69.2555555555556,3.01111111111111,19.2433333333333,0.836666666666666,16.2533333333333,0.706666666666667
"YOR254C",19,14,32,"TM","phobius",52.9888888888889,2.78888888888889,15.7066666666667,0.826666666666667,14.7566666666667,0.776666666666667
"YFR012W",12,6,17,"SP","phobius",31.6,2.63333333333333,9.81333333333333,0.817777777777778,6.86666666666667,0.572222222222222
"YDR182W-A",12,19,30,"SP","phobius",28,2.33333333333333,9.86666666666667,0.822222222222222,8.13333333333333,0.677777777777778
"YKL221W",19,40,58,"TM","phobius",56.7888888888889,2.98888888888889,16.1711111111111,0.851111111111111,21.1322222222222,1.11222222222222
"YER039C",19,12,30,"TM","phobius",43.2777777777778,2.27777777777778,15.3266666666667,0.806666666666667,16.4666666666667,0.866666666666667
"YDR387C",23,33,55,"TM","phobius",51.3666666666667,2.23333333333333,18.4766666666667,0.803333333333333,19.1922222222222,0.834444444444444
"YIR019C",12,5,16,"SP","phobius",30.5333333333333,2.54444444444444,9.73333333333333,0.811111111111111,9.01333333333333,0.751111111111111
"Q0130",23,12,34,"TM","phobius",75.9,3.3,19.0388888888889,0.827777777777778,13.1355555555556,0.571111111111111
"YJL192C",11,5,15,"SP","phobius",34.7111111111111,3.15555555555556,9.10555555555556,0.827777777777778,2.33444444444444,0.212222222222222
"YHR181W",24,6,29,"TM","phobius",58.1333333333333,2.42222222222222,19.44,0.81,14.4533333333333,0.602222222222222
"YMR243C",22,7,28,"TM","phobius",54.2666666666667,2.46666666666667,18.0888888888889,0.822222222222222,20.3377777777778,0.924444444444445
"YJR061W",22,20,41,"TM","phobius",72.1111111111111,3.27777777777778,18.6511111111111,0.847777777777778,18.1866666666667,0.826666666666667
"YBR243C",12,4,15,"SP","phobius",30.9333333333333,2.57777777777778,9.89333333333333,0.824444444444444,10.1866666666667,0.848888888888889
"YOR105W",10,27,36,"SP","phobius",24.8888888888889,2.48888888888889,8.08888888888889,0.808888888888889,7.32222222222222,0.732222222222222
"YJL127C-B",19,28,46,"TM","phobius",44.7555555555556,2.35555555555556,15.3055555555556,0.805555555555556,15.3688888888889,0.808888888888889
"YGR150C",8,12,19,"SP","phobius",12.4444444444444,1.55555555555556,6.37333333333333,0.796666666666667,11.4133333333333,1.42666666666667
"YLR390W-A",12,6,17,"SP","phobius",25.6,2.13333333333333,9.32,0.776666666666667,6.96,0.58
"YHL035C",19,29,47,"TM","phobius",51.0888888888889,2.68888888888889,15.3266666666667,0.806666666666667,13.3633333333333,0.703333333333333
"YCR068W",23,12,34,"TM","phobius",63.8888888888889,2.77777777777778,19.1922222222222,0.834444444444444,31.28,1.36
"YIR039C",11,3,13,"SP","phobius",26.6444444444444,2.42222222222222,8.72666666666667,0.793333333333333,1.80888888888889,0.164444444444444
"YML066C",21,7,27,"TM","phobius",64.1666666666667,3.05555555555556,17.7333333333333,0.844444444444444,15.8433333333333,0.754444444444445
"YLR151C",19,40,58,"TM","phobius",62.4888888888889,3.28888888888889,16.15,0.85,19.2322222222222,1.01222222222222
"YOR016C",14,3,16,"SP","phobius",42.7777777777778,3.05555555555556,11.6977777777778,0.835555555555555,5.89555555555556,0.421111111111111
"YHR021W-A",18,7,24,"TM","phobius",46.6,2.58888888888889,15.2,0.844444444444444,19.36,1.07555555555556
"YBR171W",21,28,48,"TM","phobius",72.1,3.43333333333333,17.92,0.853333333333333,18.3866666666667,0.875555555555556
"YML129C",19,20,38,"TM","phobius",37.1555555555556,1.95555555555556,15.01,0.79,17.48,0.92
"YBR220C",24,20,43,"TM","phobius",58.1333333333333,2.42222222222222,20.08,0.836666666666667,15.2533333333333,0.635555555555556
"YNL327W",12,4,15,"SP","phobius",27.2,2.26666666666667,9.89333333333333,0.824444444444444,11.1066666666667,0.925555555555556
"YMR058W",13,4,16,"SP","phobius",40.0111111111111,3.07777777777778,10.7177777777778,0.824444444444444,4.72333333333333,0.363333333333333
"YPL050C",19,15,33,"TM","phobius",61.0111111111111,3.21111111111111,16.4033333333333,0.863333333333333,28.6477777777778,1.50777777777778
"YKR051W",24,6,29,"TM","phobius",54.1333333333333,2.25555555555556,19.9466666666667,0.831111111111111,20.5333333333333,0.855555555555555
"YBR293W",22,35,56,"TM","phobius",45.4666666666667,2.06666666666667,17.9177777777778,0.814444444444444,26.7177777777778,1.21444444444444
"YNR067C",9,3,11,"SP","phobius",23.6,2.62222222222222,7.44,0.826666666666667,1.26,0.14
"YOR190W",9,7,15,"SP","phobius",16.9,1.87777777777778,7.1,0.788888888888889,4.96,0.551111111111111
"YIR024C",17,44,60,"TM","phobius",45.9,2.7,14.0344444444444,0.825555555555555,19.0588888888889,1.12111111111111
"YOL155C",9,8,16,"SP","phobius",21.3,2.36666666666667,7.1,0.788888888888889,10.26,1.14
"YMR325W",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YIL158W",22,6,27,"TM","phobius",73.0888888888889,3.32222222222222,18.8955555555556,0.858888888888889,13.4688888888889,0.612222222222222
"YOL019W",27,7,33,"TM","phobius",76.8,2.84444444444444,22.56,0.835555555555555,22.71,0.841111111111111
"YDR459C",12,17,28,"SP","phobius",36.1333333333333,3.01111111111111,10.08,0.84,4.74666666666667,0.395555555555556
"YPL156C",19,20,38,"TM","phobius",56.7888888888889,2.98888888888889,15.6644444444444,0.824444444444444,14.0811111111111,0.741111111111111
"YLR251W",19,20,38,"TM","phobius",37.5777777777778,1.97777777777778,15.2422222222222,0.802222222222222,16.6988888888889,0.878888888888889
"YMR297W",11,3,13,"SP","phobius",20.2888888888889,1.84444444444444,8.75111111111111,0.795555555555556,4.11888888888889,0.374444444444444
"YJL158C",11,6,16,"SP","phobius",24.9333333333333,2.26666666666667,8.47,0.77,9.81444444444444,0.892222222222222
"YCR024C-B",20,6,25,"TM","phobius",48.4444444444444,2.42222222222222,16.4222222222222,0.821111111111111,15.7555555555556,0.787777777777778
"YBR013C",9,8,16,"SP","phobius",27.1,3.01111111111111,7.56,0.84,2.8,0.311111111111111
"YIL015W",13,7,19,"SP","phobius",38.5666666666667,2.96666666666667,10.6311111111111,0.817777777777778,8.65222222222222,0.665555555555556
"YNL328C",12,5,16,"SP","phobius",33.6,2.8,9.88,0.823333333333333,5,0.416666666666667
"YER190C-B",20,39,58,"TM","phobius",44.8888888888889,2.24444444444444,16.4888888888889,0.824444444444444,24.1777777777778,1.20888888888889
"YOL007C",10,11,20,"SP","phobius",28.1111111111111,2.81111111111111,8.37777777777778,0.837777777777778,9.41111111111111,0.941111111111111
"YLR064W",19,25,43,"TM","phobius",35.6777777777778,1.87777777777778,15.7911111111111,0.831111111111111,21.1955555555556,1.11555555555556
"YLL031C",25,34,58,"TM","phobius",95.5555555555556,3.82222222222222,21.4444444444444,0.857777777777778,26.6111111111111,1.06444444444444
"YGL086W",11,5,15,"SP","phobius",18.3333333333333,1.66666666666667,8.71444444444444,0.792222222222222,9.63111111111111,0.875555555555556
"YNL129W",9,6,14,"SP","phobius",23.6,2.62222222222222,7.33,0.814444444444444,5.12,0.568888888888889
"YHR138C",12,3,14,"SP","phobius",40.1333333333333,3.34444444444444,10.16,0.846666666666667,3.37333333333333,0.281111111111111
"YGR106C",12,6,17,"SP","phobius",29.2,2.43333333333333,10.0666666666667,0.838888888888889,5.36,0.446666666666667
"YGL002W",19,6,24,"TM","phobius",55.3111111111111,2.91111111111111,15.9388888888889,0.838888888888889,15.01,0.79
"YHL028W",12,10,21,"SP","phobius",32.6666666666667,2.72222222222222,10.2133333333333,0.851111111111111,4.26666666666667,0.355555555555556
"YLR361C",18,12,29,"TM","phobius",67,3.72222222222222,15.34,0.852222222222222,19.56,1.08666666666667
"YOR298W",21,33,53,"TM","phobius",43.1666666666667,2.05555555555556,17.3366666666667,0.825555555555555,23.2166666666667,1.10555555555556
"YGL226C-A",21,27,47,"TM","phobius",58.3333333333333,2.77777777777778,17.3133333333333,0.824444444444444,24.9433333333333,1.18777777777778
"YOL084W",26,6,31,"TM","phobius",82.9111111111111,3.18888888888889,22.36,0.86,24.5266666666667,0.943333333333333
"YDR452W",22,21,42,"TM","phobius",81.6444444444445,3.71111111111111,19.1888888888889,0.872222222222222,23.3688888888889,1.06222222222222
"YDL018C",12,4,15,"SP","phobius",29.7333333333333,2.47777777777778,10.1866666666667,0.848888888888889,6.44,0.536666666666667
"Q0250",17,43,59,"TM","phobius",52.8888888888889,3.11111111111111,14.4688888888889,0.851111111111111,14.3555555555556,0.844444444444445
"YLR155C",8,6,13,"SP","phobius",22.3111111111111,2.78888888888889,6.56888888888889,0.821111111111111,5.39555555555556,0.674444444444445
"YIL085C",23,21,43,"TM","phobius",66.7,2.9,19.5755555555556,0.851111111111111,28.0344444444444,1.21888888888889
"YNR061C",20,16,35,"TM","phobius",57.7777777777778,2.88888888888889,16.2888888888889,0.814444444444444,15.5777777777778,0.778888888888889
"Q0110",25,28,52,"TM","phobius",70,2.8,20.6388888888889,0.825555555555556,25.6666666666667,1.02666666666667
"YIR041W",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YHR101C",12,3,14,"SP","phobius",29.2,2.43333333333333,10.0133333333333,0.834444444444444,6.04,0.503333333333333
"YLR243W",6,4,9,"SP","phobius",11.8,1.96666666666667,4.76666666666667,0.794444444444444,3.14,0.523333333333333
"YDL024C",11,5,15,"SP","phobius",34.1,3.1,9.26444444444444,0.842222222222222,3.43444444444444,0.312222222222222
"YIL156W-B",19,6,24,"TM","phobius",47.7111111111111,2.51111111111111,15.3688888888889,0.808888888888889,18.7255555555556,0.985555555555556
"YHR214W",11,8,18,"SP","phobius",26.8888888888889,2.44444444444444,8.59222222222222,0.781111111111111,13.1144444444444,1.19222222222222
"YNL128W",21,38,58,"TM","phobius",54.1333333333333,2.57777777777778,17.4533333333333,0.831111111111111,34.5333333333333,1.64444444444444
"YLR440C",9,6,14,"SP","phobius",23.5,2.61111111111111,7.46,0.828888888888889,7.05,0.783333333333334
"YBR054W",21,35,55,"TM","phobius",58.5666666666667,2.78888888888889,17.36,0.826666666666667,19.04,0.906666666666667
"YMR298W",21,20,40,"TM","phobius",67.9,3.23333333333333,17.78,0.846666666666666,27.8366666666667,1.32555555555556
"YNL238W",9,7,15,"SP","phobius",15.7,1.74444444444444,7.54,0.837777777777778,5.19,0.576666666666667
"YPL163C",9,5,13,"SP","phobius",24.9,2.76666666666667,7.41,0.823333333333333,3.6,0.4
"YML125C",19,17,35,"TM","phobius",56.7888888888889,2.98888888888889,15.6011111111111,0.821111111111111,21.8922222222222,1.15222222222222
"YPL246C",23,15,37,"TM","phobius",61.3333333333333,2.66666666666667,18.86,0.82,20.3677777777778,0.885555555555556
"YLR152C",25,6,30,"TM","phobius",62.5,2.5,20.4722222222222,0.818888888888889,18.8333333333333,0.753333333333333
"YGR168C",20,35,54,"TM","phobius",36,1.8,16,0.8,20.4,1.02
"YEL031W",17,28,44,"TM","phobius",27.7666666666667,1.63333333333333,13.4488888888889,0.791111111111111,22.9122222222222,1.34777777777778
"YPR109W",18,31,48,"TM","phobius",40.8,2.26666666666667,14.62,0.812222222222222,30.32,1.68444444444444
"YKR100C",24,6,29,"TM","phobius",76.2666666666667,3.17777777777778,20.6933333333333,0.862222222222222,20.1333333333333,0.838888888888889
"YFL067W",13,4,16,"SP","phobius",43.4777777777778,3.34444444444444,10.8911111111111,0.837777777777778,2.91777777777778,0.224444444444444
"YOR049C",19,6,24,"TM","phobius",54.6777777777778,2.87777777777778,16.0866666666667,0.846666666666666,22.6733333333333,1.19333333333333
"YOR009W",12,6,17,"SP","phobius",33.2,2.76666666666667,9.50666666666667,0.792222222222222,8.53333333333333,0.711111111111111
"YLR378C",23,33,55,"TM","phobius",77.6888888888889,3.37777777777778,19.32,0.84,25.4788888888889,1.10777777777778
"YDR414C",20,25,44,"TM","phobius",74.8888888888889,3.74444444444444,17.0444444444444,0.852222222222222,16.3111111111111,0.815555555555556
"YGR189C",12,6,17,"SP","phobius",24.8,2.06666666666667,9.46666666666667,0.788888888888889,5.2,0.433333333333333
"YER113C",17,6,22,"TM","phobius",62.1444444444444,3.65555555555556,14.4122222222222,0.847777777777778,23.2333333333333,1.36666666666667
"YBR196C-A",23,6,28,"TM","phobius",52.9,2.3,18.9877777777778,0.825555555555555,36.1866666666667,1.57333333333333
"YER118C",11,33,43,"SP","phobius",25.5444444444444,2.32222222222222,8.84888888888889,0.804444444444445,9.02,0.82
"YNL024C-A",12,10,21,"SP","phobius",38.4,3.2,10.2,0.85,9.68,0.806666666666667
"YBR283C",21,33,53,"TM","phobius",52.0333333333333,2.47777777777778,17.36,0.826666666666667,21.14,1.00666666666667
"YHR195W",18,6,23,"TM","phobius",39.2,2.17777777777778,14.2,0.788888888888889,18.84,1.04666666666667
"YKL044W",19,21,39,"TM","phobius",27.4444444444444,1.44444444444444,15.6011111111111,0.821111111111111,21.6177777777778,1.13777777777778
"YLL064C",12,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222,4.76,0.396666666666667
"YLR121C",12,3,14,"SP","phobius",30,2.5,9.44,0.786666666666667,6.44,0.536666666666667
"YKR044W",13,10,22,"SP","phobius",43.3333333333333,3.33333333333333,10.9488888888889,0.842222222222222,10.5877777777778,0.814444444444445
"YJL186W",12,13,24,"SP","phobius",40.8,3.4,10.28,0.856666666666667,5.29333333333333,0.441111111111111
"YDL010W",12,12,23,"SP","phobius",44,3.66666666666667,10.3066666666667,0.858888888888889,8.41333333333333,0.701111111111111
"YMR065W",8,7,14,"SP","phobius",20.4444444444444,2.55555555555556,6.68444444444444,0.835555555555556,4.84444444444444,0.605555555555556
"YDR233C",22,35,56,"TM","phobius",58.9111111111111,2.67777777777778,17.7222222222222,0.805555555555555,22.8066666666667,1.03666666666667
"YCR045C",8,5,12,"SP","phobius",21.4222222222222,2.67777777777778,6.55111111111111,0.818888888888889,5.76,0.72
"YLR040C",8,13,20,"SP","phobius",22.9333333333333,2.86666666666667,6.55111111111111,0.818888888888889,3.69777777777778,0.462222222222222
"YPL187W",12,3,14,"SP","phobius",30.4,2.53333333333333,9.69333333333333,0.807777777777778,6.58666666666667,0.548888888888889
